order_id,product,rating,amount,date,review
52675,أتلانتس النخلة، دبي,2,غرفة ديلوكس المحيط,أقمت ليلة واحدة,مخيب للأمل. . فوضي رهيبه يصعب تلبيه طلبك ولا يوجد موضفين عرب
333328,فندق دار الإيمان رويال,1,غرفة ثلاثية,أقمت ليلتين,“إقامة سيئة”. لم يعجبني شي. كل شي لم يعجبني ،،، خدمة زي الزفت من كل النواحي ،، وحرام يطلق عليه 5 نجوم مايستاهل ولا نجمة
404990,جزيرة ياس روتانا أبو ظبي,5,-,أقمت 3 ليالي,“خيار ممتاز للعائلة”. الموقع مميز طاقم العمل وخصوصا موظف الاستقبال ousama. لاشيء
244236,فندق مركيور الخبر,2,غرفة قياسية مزدوجة,أقمت ليلتين,“سي جدا جدا جدا التعامل مع النزلاء”. الاستقبال كان جدا سي وخدمة الغرف جدا حدا جدا سيه. موظف الاستقبال
407344,فندق بولمان زمزم مكة,2,غرفة كلاسيكية بسريرين فرديين مطلة على المدينة.,أقمت 5 ليالي,“كانت اقمه غير مريحه”. قرب من الحرم. الخدمه تعبانة جداوالسعر غالي جدا
374682,فندق تفويج,5,غرفة سوبيريور مفردة,أقمت ليلتين,“جده”. تعامل راقيخدمه سريعههدوء وخصوصيه. 
12734,منتجع شاطئ وغولف هيلتون الحمرا,5,-,أقمت ليلتين,"استثنائي. كل شئ كان جميل. نقطه واحده فقط سيئه جدا"" وهي طريقة الحجز وعدم الأهتمام وجود عائله يجب ان يتواجدو في مكان واحد كنا عائله وكل واحد منا في فلل متفرقه"
214127,أجنحة لاندمارك - الأمير سلطان,2,-,أقمت ليلة واحدة,“مرضي”. جميل اذ كانت رحلة عمل.  Thank اعجبني جديد كل التوفيق. الفريق. العمل والله يعينكم.. حجزي كان. شقة عريس. الي سكنة.استديوى صغير جداا مكونة من غرفة وحدايحتاجهام.  اهتمام وصيانة ووو ترتيب.
266867,فندق نوازي أجياد,1,غرفة مزدوجة,أقمت ليلة واحدة,“ارجو التغيير للافضل”. القرب. خدمة سيئة ومعاملة سيئة ومطلع الفندق صعب جدا
25137,المروة ريحان من روتانا - مكة,1,-,أقمت 3 ليالي,“الغرفه التكييف فيها مزعج وغير نظيفه”. قربه من الحرم. غير نظيف
232467,فندق أبراج هيلتون مكة,2,غرفة ديلوكس توأمية مطلة على الكعبة,أقمت 3 ليالي,“سئ للغايه ولا انصح به”. ولا شي. الاثاث المستهلك و عمل العملين من اجل البخشيش  وقدم المبنى
57675,فندق أوالف إنترناشيونال,1,غرفة سوبيريور,أقمت ليلة واحدة,ضعيف جداً. . كل شي وبالذات الخدمات سيئه
381998,ذا أوبروي دبي,4,غرفة ديلوكس مزدوجة مطلة على المدينة,أقمت 3 ليالي,“تجربه ممكن تكرر وممكن لاتتكرر”. عجبني ان موظف الرسبشن دخل معنا الي الغرفه وشرح لنا جميع الاشياء الموجوده بالغرفه وطلبنا ازاله جميع الاشياء الموجوده بالميني بار وتم ذالك و الموظفه كوثر ولبنى قممه بالرقي و اللباقه بالتعامل وموظف القهوه انس اعتقد اسمه بشووش وخدووم لابعد الحدود. لم يعجبني نقطه جدا ازعجتني طلبت تزين الغرفه بالورد والبالونات وسألت كم قيمة التزين قالو هذي خدمه مجانيه نقدمها عند الطلب شكرتهم وطلبت ان باليوم التالي الساعه 9 مساءً كل شي جاهز وقالو لي تم في اليوم المحدد قبل خروجي اتصلت بالهاوس كيبنق للتذكير قالو لي موجود كل شي بالسستم وان شاءالله اذا رجعتم من المشوار كل شي جاهز انا رديت الساعه11 ونص وانصصصدمت لم يتم اي تززين ولا اي ترتيب للغرفه ؟؟؟ وين الاتفاق نزلت للرسبشن وكلمتهم قالو غير موجود الطلب اساسا بالسستم  وانا قبل لااطلع اتصلت قالو تم  ولم يحصل اي تزين لكن بالمقابل اعتذرو احضرو كيكه و هدايا للاطفال وهدايا للكبار سعر الاكل جداً جداً جداً غالي
304190,فندق راديسون بلو، ينبع,2,غرفة درجة رجال الأعمال.,أقمت ليلتين,“لا انصح به”. الهدوء. النظافة سيئة للحاف والسرير ولا يوجد شطاف ماء في الحمام
353171,شيراتون دبي مول الإمارات,5,-,أقمت ليلتين,“المكان جدا مريح وهادي وقريب من كل شي وممتاز للي عنده عائلة كبيره من كل الاعمار”. مناسب لجميع العائلة وكل شي قريب وداخل المول. 
65878,فندق بودل البريدة,2,-,أقمت ليلتين,مخيب للأمل. . عدم التفاهم ولزامك بالخروج ٢.٣٠
8896,برج البستان للأجنحة الفندقية,1,غرفة قياسية مفردة,أقمت 3 ليالي,ضعيف جداً. تمام. اناحجزت غرفة وحده عن طريق الأنترنت. ولما وصلت الفندق يقولي الاستقبال لازم تحجز غرفتين عشان معاي زوجتي وطفل.ارجوا المصداقية
267435,فندق نوازي أجياد,2,-,-,ضعيف. . عدم نظافة المكانو موقع الفندق
237523,فندق مارينا بيبلوس,2,غرفة ديلوكس مزدوجة,أقمت 4 ليالي,ضعيف. . سوء التعامل من موضف الاستقبالعدم مراعات المتطلبات الشخصيه غير مناسب للعوائل المحترمه لتوفر انديه ليليه ماجنهارجاج الملاهي الليليه يصل حتى الادوار العليا
18202,فندق المدينة كريم,2,غرفة مزدوجة,أقمت ليلتين,مخيب للأمل. . تم مضايقة زوجتي من قبل احد موظفي الاستقبال و تتبعها الي المصعد و حاول التودد اليها
339839,فندق نزل الشاكرين,5,غرفة مزدوجة,أقمت ليلة واحدة,“قمه الراحه”. ممتاز كل شي قريب منك الحرم النبوي والاسواق والمطاعمونظافه الغرف كانت رائعه والتكييف ممتاز وهدوء الغرف. لا يوجد شي يستحق النقد
304381,فندق راديسون بلو، ينبع,4,-,أقمت ليلة واحدة,“ممتعه”. المواقف ممتازة.النظافة.التكييف رووووعه. الحمام مافيه شطاف.
75630,سنترو الشارقة - باي روتانا,2,غرفة كوين كلاسيكية,أقمت 4 ليالي,مخيب للأمل. . بعيد عن الخدمات أسعار غاليه جدا بدون نت كل شي لازم تدفع
388110,فندق تريدرز قرية البري أبوظبي، باي شانغريلا,5,غرفة توأم أو كنغ ديلوكس,أقمت 3 ليالي,استثنائي. فندق رائع جدا الافطار جدا ممتاز ومتنوع. خدمة المواقف لايوجد مواقف للسيارات تتسع للنزلاء داخل الفندق
352068,شذا المدينة,2,غرفة ثلاثية,أقمت ليلتين,“لا شيء”. لا يوجد ما يعجبني. الغرفة ضيقة جدا خصوصا لمن لديه اطفالالمواقف ضيقة جداالوافاي سيء وبطيء جدانظافة الحمام وموكيت الغرفه سيء جدا
395767,فندق رضا بلازا,1,غرفة ثلاثية,أقمت ليلتين,“فندق سئ الخدمة غير امين في معلوماته المقدمه لايوجد باصات من الاخر حرام فيه ريال”. . لايوجد اي شئ مما كتب عنه في بوكينج والخدمه سئه ولا يوجد خدمه بصات للحرم كله كذب
221643,أبراج لو ميريديان مكة,5,-,أقمت ليلة واحدة,“فندق فوق الممتاز”. كل شئ. 
139455,Sun &amp; Sands Sea View Hotel,1,غرفة قياسية مزدوجة أو توأم,أقمت ليلة واحدة,ضعيف جداً. لاشي. طاقم العمل
355025,شاطئ الخيال,5,-,أقمت ليلتين,استثنائي. . وجود دورة مياه واحدة في الشقة .
165126,جراند ميد وست تاور - شارع الشيخ زايد,2,-,أقمت ليلتين,مخيب للأمل. النظافة في الغرف دوراة المياه-الهدو- الاثاث جيد- مساحة الغرفة جيدة وانصح السكن فيه. ١-سوء الاستقبال و التاخير في اجراءات الدخول والمماطلة في تسليم الغرفه حيث انني انتظرت اكثر من الساعتين .٢- الواي فاي المجاني فقط في اللوبي
23973,المروة ريحان من روتانا - مكة,5,غرفة كلاسيكية توأم مع إطلالة جزئية على الحرم,أقمت 3 ليالي,“مكان رائع للاستمتاع بالحرم والعمره”. الموقع لايوصف.....داخل الحرم.....الافطار رائع.....السرير مريح جدا. لايوجد خصوصيه ....كنا نجد رائحة طبخ من الغرفة المجاورة. ....هناك ازعاج حيث كان هناك اصلاحات بالممرات
250461,فندق ميلينيوم بلازا دبي‏,4,غرفة بريميوم مزدوجة أو توأم,أقمت ليلتين,“فندق ترتاح له النفس”. اعجبني موقع الفندق و الموظفين والافطار. لم يعجبني النافذه تطلع الشمس ومافي تغطيه للشمس يعني كل شوي اقوم من الشمس يشع الشمس من النافذه بقوه يجب تغطيتها
74753,سنترو روتانا البرشاء,5,غرفة كلاسيكية,أقمت ليلة واحدة,استثنائي. يستحق الفندق خمس نجوم لبساطة الديكور وفخامته وهدوءه وهو يميل الى رجال الاعمال الغرفه نوعا ما كونها عمليه وصغيره نوعا ما. لاشيء
351661,شذا المدينة,2,غرفة ديلوكس مزدوجة,أقمت ليلة واحدة,مخيب للأمل. القرب من ساحات الحرمالمطعم لاباس فية. 1- النظافة سية 2- الفرش قديم 3- الكراج ضيق دخول وخروج من نفس البوابة مزدوجة
120764,درة النعيم,2,-,أقمت ليلة واحدة,“للسله واحده او اقل لرحلات الترانزيت فقط ارخص من فندق المطار”. فقط قربه من المطار لرحله الترانزيت. لايوجد فيه مايعجب اساسا
33576,فندق التوفيق بلازا,2,غرفة رباعية,أقمت 4 ليالي,“فندق سئ انصح بعدم الحجز فيه”. لا شئ. النظافة العامة والفرش وعدم النظام والترتيب وصغر الغرف
159362,فندق جولدن توليب المكتان,4,-,أقمت ليلة واحدة,رائع. موظفين الاستقبال كانو اكثر من رائعين شباب سعوديين نفتخر بهم  المكان نظيف وهادىء لم اجد موقف لسيارتي. البوفيه سيء جدا العمال ايضا تعاملهم سيء
319527,فندق رامي روز,4,غرفة قياسية مزدوجة أو توأم,أقمت ليلة واحدة,جيد جداً. رائع ونظيف وخدمة سريعة وفطور لذيذومسبح نظيف ورائع. صوت الدسكو عالي ومزعج بالليل
78472,سيتي بريميير للشقق الفندقية,4,-,أقمت 6 ليالي,“فندق مريح”. اطلالة الفندق ممتازة على برج خليفة. 
211742,رويال اسكوت للشقق الفندقية - كيركليس 2,4,-,أقمت 3 ليالي,“ممتاز”. الخدمه. واي فاي
210394,فندق كمبينسكي مول الإمارات,4,-,أقمت ليلتين,رائع. الراحه. الوسائد ليست مريحه
389411,توليب ان الطائف,4,غرفة قياسية مزدوجة,أقمت ليلة واحدة,“تجربة جميلة”. تعامل الموظفين رائع خاصة الإستقبالالسرير مريح جدا. الإفطار بحاجة الى تنوع اكبرتجهيزات القهوة في الغرفة غير منوعة ولا يوجد حليب او مبيض قهوة
306444,فندق قصر مكة رافلز,5,-,أقمت ليلتين,“دلل نفسك”. اعجبني طاقم العمل السعودي بالكامل والجميل والسوبر فايزر حسام. لا يوجد مايذكر
127695,دوسيت تاني ابو ظبي,5,غرفة ديلوكس,أقمت ليلة واحدة,“الهدوء وحسن التعامل”. كل شيء. لا شيء
119172,دبل تري من هيلتون هوتيل رياض - بوابة المروج,5,غرفة ضيوف كنج,أقمت ليلة واحدة,استثنائي. الغرفة مريحة والفندق هادئ والاستقبال مميز وبشوش مع سرعة إجراءات الدخول والمغادرة. 
126001,دوسيت ثاني دبي,2,غرفة ديلوكس,أقمت ليلتين,“اتمنى العنايه في الاثاث”. نوعاً ما جيد. النظافه و الاثاث جدا قديم و ريحه الاكل في الغرف
33601,فندق التوفيق بلازا,5,غرفة رباعية,أقمت ليلة واحدة,“رائع ويستحق التقدير”. طاقم الضيافه وتحيه خاصه لصاحب الفندق رجل بمعني الكلمه. طاقم الضيافه
137102,فورتشن كلاسيك للشقق الفندقية,1,شقة من غرفة نوم واحدة,أقمت ليلتين,ضعيف جداً. موقعه جيد بالنسبة للخدمات وامامة ماركت. ضعف الخدمة وسببها عمال النظافة يقول انا انظف الغرفة لاكن ما اغسل الصحون اللي في المطبخ .. وهذي اغرب شئ شفته في الفنادق والشقق والخدمة . عدم وجود اللغة العربية بالاستقبال . المسبح يقفل الظهر ساعتين .. الروائح طبخ كريهه في الممرات بين الغرف بالذات وقت الظهر . دورات المياه سيئة ومازالت سيئة علما  اني اسكن في هذا الفندق من قبل اربع سنوات .. وهذي اخر مره ان شاء الله .
227476,فندق ماريوت المدينة,2,غرفة قياسية مزدوجة أو توأم,أقمت ليلة واحدة,“اى كلام”. لاشى. اصطاف الاستقبال ضعيف جدا
88861,فندق كونكورد مكة,1,غرفة مفردة,أقمت ليلة واحدة,ضعيف جداً. Nothing. رائحه الغرف كريهه،الاستاف غير متعاون،الغرفه لايوجد بها ستاره و التلفاز لا يعمل و السايفون في الحمام لا يعمل و الدش لا يعمل،مفتاح الباب لا يعمل و عليك ان تصعد للدور الثامن عده مرات و يعطونك مفتاحا جديدا في كل مره و تكتشف انه لا يعمل ايضا،في المره العاشره سيقتنع العامل فجر بان المفتاح لا يعمل ثم يصعد معك ليفتح لك الباب بالماستر كي،فندق سئ بمعني الكلمه و اسعاره مبالغ فيها و لا يستحق ريال مما دفع فيه
203864,هيلتون جدة,4,-,أقمت ليلتين,“قمة الاستغراب”. الموقع والنظافة وطاقم العمل وابداع الديكورات والمدخل والتصاميم الانشائية. استغرب ان هالفندق في بلد كالسعودية لا يوجد به شطاف ماء بدورة المياة سعر مبالغ فيه ولكن تعودنا على فنادقنا
2573,اداجيو بريميوم البرشاء,4,-,أقمت ليلة واحدة,جيد. تصميم نضام غرفه واحده افضل من غرفتين. لايوجد مرونه بوقت الخروج
213176,فندق لاندمارك بلازا,4,غرفة قياسية,أقمت ليلة واحدة,جيد. نظافة غرفة النومموقع الفندق بالنسبة للأسواقتعاون طاقم العمل. دورة المياه نظيفه الا انها قديمة ويتضح ذلك في الباب والسيراميك.ضغط الماء في الطابق الثامن متوسطازرار الكهرباء نوعية قديمه وتقليديه
337232,النخبة رويال ان,5,-,أقمت ليلة واحدة,“مكان رائع للاقامة .. ترحيب من الموظفين وخاصة الاستقبال وتقديم المساعدة بافضل صورة .”. موظفين الاستقبالسرعة الرد من قبل موظفين المغسلة توفير خدمات سريعةالمطعم ... ممتاز للافطار. 
369345,فندق سويس اوتيل مكة,5,غرفة كلاسيكية ثلاثية مطلة على الكعبة,أقمت 3 ليالي,“اروع مطل فى الدنيا...بيت ربى”. افضل موظف استقبال رأيته فى حياتى. مطل على الكعبة ..اروع شيئشيئ خيالى
367830,فندق صن آند سكاي الرقة,1,غرفة قياسية مزدوجة أو توأم,أقمت ليلة واحدة,“ضعيف”. لايوجد. غير مرضي
18722,فندق المدينة هارموني,4,غرفة قياسية ثلاثية,أقمت ليلة واحدة,“فندق متميز من حيث القرب من الحرم والخدمات المقدمة”. سعره المناسب وقربه من الحرم ونظافة الفندق وتجاوب طاقم العمل. لاشي
396009,بارك هاوس للأجنحة الفندقية,2,-,أقمت ليلتين,مخيب للأمل. لاشي. معاملة الموظف الذي في الصوره سيئة ومستفزه وعديم الاحترام بعكس الموظف المصري فهو مؤدبالموكيت وسخ
30957,فندق شاطئ الراحة,5,غرفة مزدوجة مطلة على الخليج,أقمت ليلتين,استثنائي. الغرف واسعه والحمامات ممتازه ونظيفة ومرتبة. الواي فاي لا يعمل بالغرفاسعار الوجبات مرتفعه بالمقارنة مع مثيلاتها من المطاعمالمطعم الخارجي لا يقدم تشكيلة مؤكولات تليق بالفندق
136077,فندق ايلاف جدة - مول ريد سي,5,غرفة أعمال مزدوجة,أقمت 3 ليالي,“العوده له ضروريه”. النظافه ، استقبال الموظفين ، خدمات ركن السيارة ، ارتباطه بالمول ، الصدق كان فندق على مستوى عالي. 
81639,سيتي بريميير مارينا للشقق الفندقية,5,-,أقمت 4 ليالي,“جميل جدا”. مريح هادي انيق. 
107760,فندق دار الايمان جراند,2,-,أقمت 3 ليالي,مخيب للأمل. . المكان بعيد عن الحرم وليس كما ذكرو لنا أنه على بعد اربع دقائقالأزعاج المتكرر من قبل المشرفين الطوابق بضرب على الباب ( ازعاج)
35830,منتجع جولدن توليب خليج الدانة,2,-,أقمت ليلتين,مخيب للأمل. نظافه البحر. طاقم المسبح النسائي سيئه من حيث الاسلوب والتعامل
42687,فندق أنوار المدينة موفنبيك,2,غرفة ثلاثية كلاسيكية,أقمت ليلتين,“مكان كان أفضل مما توقعت والحمد لله.”. الموظف الذي استقبلني وأتم إجراءات الدخول مكسب للفندق. دورة المياة فيها اشكالات
312778,رامادا داون تاون دبي,2,-,أقمت ليلة واحدة,مخيب للأمل. الموقع ممتاز. طاقم العمل ضعيف والنظافه وسط والاثاث اقل من المستوئ المأمول
270315,نيارة الخبر للشقق المفروشة - للعائلات فقط,4,غرفة مزدوجة,أقمت 3 ليالي,رائع. تعامل طاقم العمل وخاصة الاستقبالنظافة الغرف والمفروشاتالحرص على تلبية طلبات النزيل قدر المستطاع. ليس هناك مالم يعجبني ولكن هي اقتراحات للتطويرزيادة تطوير خدمات المقهى الموجود وبالرغم من قرب مناطق التسوق والمطاعم الا انه يظل من الافضل وجود مطعم للوجبات الرئيسية داخل الفندق
167530,جلف أويسس للشقق الفندقية,1,-,أقمت ليلتين,ضعيف جداً. لا شي. لا شي
251463,هيلتون الشارقة,5,غرفة قياسية كينغ,أقمت ليلة واحدة,استثنائي. سرعة اجراءات الدخول والخروج. عدم الاجابة علي التلفيون لطلب وجبات الطعام
395698,فندق مكارم منى,2,غرفة قياسية ثلاثية,أقمت ليلة واحدة,مخيب للأمل. . المواصلات للحرم سيئة --طاقم الاستقبال سيئ
53764,فيرست سينترال للشقق الفندقية,2,-,أقمت 4 ليالي,“احسن الخلق واعلم ان الناس اتين من سفر”. بصراحه ينقصهم التعامل الاستقبال وسرعه تخليص اجراءات الدخول. عدم طلب دفع مبلغ مالي عشان انهاء الاجراء بسرعه وتسليمك الغرف
304100,فندق راديسون بلو، ينبع,1,غرفة نزلاء قياسية,أقمت ليلة واحدة,“ردي جدا”. لم يعجنب شي ردي جدا. المدخل الوجبات النظافه الاسعار
355667,سيجي للشقق الفندقية,4,-,أقمت ليلتين,“جميل اتغير  الروتين”. الموقع...والهدوء..المطاعم والاكل. 
404729,اكسكلوسيف للشقق الفندقية,2,-,أقمت 8 ليالي,“اسوء خدمه”. . تعاملهم سيئ وتأخير وجبات الافطار وانقاص عددها وسوء النظافة
43101,فندق أنوار المدينة موفنبيك,4,غرفة ديلوكس رباعية مطلة على الحرم,أقمت ليلة واحدة,“رائع”. استقبال  رائع. عدم حجز رقم الغرفة المطلوبة
7769,فندق البراق,1,غرفة مزدوجة,أقمت ليلة واحدة,ضعيف جداً. كل شي كلبي مافي نظافة ولايستاهل هالقيمة. ماعجبني شي الشقق المفروشه افضل منه و لا يستاهل كلمة فندق
181122,هوليداي إن بوابة جدة,2,-,أقمت ليلة واحدة,ضعيف. قريب من المطار. رائحة السويت
319910,رؤوم إن بريدة,2,شقة من غرفة نوم واحدة,أقمت 3 ليالي,“لا أنصح به”. مواقف السيارات. تعامل الطاقم سيء جداً
403028,مجلس جراند ميركيور المدينة,2,-,أقمت 3 ليالي,“فتدق سيء لأبعد الحدووووود”. لم يعجبني شيء. الفندق لا يرتقي ابداً لفنادق الخمس نجومالنظافه معدومه فيه والاكل شيء جداً لا انصح ابداً فيه
380850,فندق ذي أتش,5,شقة من غرفة نوم واحدة,أقمت 3 ليالي,استثنائي. خامس مرة اسكن فيه و افضل شي توافر قنوات بي ان سبورت الرياضية. لا شي
275921,نوران مارينا ريزيدنس,2,شقة تنفيذية بغرفة نوم واحدة,أقمت ليلتين,“روعة”. الخدمة. لا شيء
94667,فندق كورال الاحساء,4,-,أقمت ليلة واحدة,“جيد نوعا ما”. الموقع. مواقف السيارات قليله جدا جدا فقط لعدد ٨ سيارات وايضا عدم التزام برغباتي المختار والتوصية بها مثلا الدور العلوي ومطل ع شارع الظهران لم ينفذ اي شي من ذالك
267270,فندق نوازي أجياد,2,غرفة مفردة,أقمت 3 ليالي,“السلوك الجماعي السيء”. موقعه قريب نوعا ما من باب الملك عبدالعزيز.خدمة حجز السيارة للمطارخدمة السيارة الصغيرة لكبار السن في المنحدر. يبدوا أن الجاليات الآسياوية وخصوصا الاندونيسين والماليزين حاجزين 10 طوابق من الفندق لمدة عام بالإضافة للمطعم. سلوكهم الجماعي سيء وخصوصا في أولوية ركوب المصعد ، لا يوجد أي مراعاة لكبار السن أو السيدات أو حتى الأسبقية في الوصول للفندق
42173,فندق أنجم مكة,2,-,-,ضعيف. الاثاث فقط. الغرفة ضيقة جدا وكذلك دورة المياه ضيقة ولايوجد بانيو بالرغم من كونه خمسة أنجم ، الاستقبال سيء جدا وعلى أننا حجزنا عن طريق البوكينق الا اننا تفاجأنا بأحد الموجودين في الاستقبال ينكر حجزنا والشخص الثاني في الاستقبال يتحجج بتعطل السيستم مما جعلنا ننتظر حل الاشكال لمدة ساعتين كاملة الامر الذي سبب ارهاقا وتعبا شديدا لنا .. ثم توجد نقطة مهمة وهي انهم لم يتقيدوا بحجزنا لغرفة مطلة على الحرم واعطونا غرفة غير مطلة ، والسعر ايضا طلبوا منا مبلغ اضافي غير الموجود في الموقع . تنقصهم المصداقية والتعامل الحسن مع النزلاء ولا ادري هل السبب هو حداثة الفندق ام ماذا !! ايضا الموقع بعيد عن الحرم حاليا مع الاصلاحات والتوسعة ويتطلب الوصول للحرم سيارة او باص وهذه الخدمة غير موجودة لديهم .
113431,دار الإيمان إنتركونتيننتال,2,غرفة سوبيريور مع 3 أسرّة وإطلالة على المدينة,أقمت ليلتين,“موقع مميز خدمة سيئة”. الموقع. السعر لا يوازي الخدمة
142055,فلورا البرشاء,4,غرفة كلاسيكية مزدوجة أو توأم,أقمت 5 ليالي,رائع. الانترنت سريع والموظفين متعاونين. الافطار سيء جدا و حجم الغرفة
341001,فندق رويال روز,4,غرفة عائلية ديلوكس,أقمت ليلتين,“مبالغ في السعر”. موقعه. السعر -الافطار -اعتقد ان تقيمه في بوكينج غير مطابق للواقع لانه لاتوجد اي فخامه ولا يوجد اطلاله للفندق وكذلك منطقه اللوبي صغيره جدا وكذلك يتوافد علي الفندق قروبات كبيره من شرق اسبا
230201,فندق مكارم البيت,2,غرفة قياسية توأم,أقمت 3 ليالي,“سيئ”. . تخلف الاداره واستغبائها
339488,فندق نزل رويال إن,4,غرفة توأم,أقمت ليلة واحدة,جيد. قريب من الحرم على بعد مبنيين. مواقف السيارات زحمة جدا ولم تكن متوفرة عند الوصول
190799,حياة ريجنسى مكة,5,غرفة مع سرير بحجم كينغ أو سريرين توأميين,أقمت ليلة واحدة,“حلق مع حياة ريجنسي”. بكل صراحة روعة في كل شيء الاستقبال جداً راقي الأفطار أكثر من رائع النظافة ممتازةالعشاء بوفية مفتوح منوع وتقديم وإبتسامة تجبرك ع إحترام العاملين خصوصاً أ. بركة. لاشيء
244392,فندق مركيور الخبر,2,غرفة قياسية مزدوجة,أقمت ليلتين,“لايستحق مبلغ خمسة نجوم”. وصلنا قبل موعد الشيك ان دخلونا مع دفع ٨٠ ريال لابأس بذلك. الغرف صغيره الشبابيك مغلقه لايوجد آلة صنع القهوة لايوجد ميزان في الحمام بعيد عن الكورنيش اضطررنا نغير الغرفة لان قنوات التلفزيون مشوشه
275711,برج رقم واحد للأجنحة,2,غرفة عائلية,أقمت ليلة واحدة,مخيب للأمل. . سيء جدا ولا يصلح للعوائلطاقم الفندق غير متعاونينازعاج فالخراب والبنات
375308,أجنحة طيبة أراك,2,-,أقمت ليلة واحدة,“ياخسارة المبلغ اللي اندفع فيها”. القرب واطلاله ع الحرم فقط فقط وتوفير سرير + مع غرفة داخل المطبخ للشغاله. لا توجد اي خدمه فندقية فلا بوفيه او مطعم ولا توفير أدوات مطبخ كامله ولا حتى سجادات وتجاوب سيء جداً وتلفزيونات مشوشه نطام قديم جداً وأثاث قديم وحتى توزيع التكييف سيء جداً جداً تقفل مكيف المجلس يفتح مكيف غرفة النوم !! غير الموقف برسوم إضافية غير السخافة عند التشيك آوت .. من الساعه الواحده ظهراً انواع الاتصالات وضرب الجرس اطلع اطلع !!!
346133,سافوي كريست للشقق الفندقية,4,-,أقمت ليلة واحدة,جيد. الموقع كان جيد نوع ما. هدوء الفندق. عدم توفر بعض الأدوات مثل فرشاةومعجون الأسنان وعند طلبها يوفروها مقابل مبلغ إضافي
261413,منتجع موفنبيك النورس جدة – للعائلات فقط,1,فيلا ديلوكس كينغ من غرفة نوم واحدة,أقمت ليلة واحدة,“مستى”. الخصوصيه. تسريب مياه من دورة المياه باب خربان لدورة المياه تاخر بالاستجابه
349631,فندق ومنتجع بريمير الشارقة,4,غرفة قياسية,أقمت ليلة واحدة,جيد. مكان جميل ويستحق الزيارة مره اخرى. 
359302,سوفيتل دبي داون تاون,4,-,أقمت ليلتين,“مناسبة”. تصميم الغرف رائع والاثاث ممتاز توزيع الإنارة مناسب المواد في دورات المياه نوع مميز. خدمة الغرف سيئة الصيانة غير لائقة لمستوى الفندقاجزت غرفة لثلاث أشخاص ودفعت الفرق  ولم يتوفرالضيافة غير مناسبه
302937,فندق راديسون بلو، جدة,4,غرفة ضيوف إيطالية,أقمت ليلتين,“للراحة عنوان”. فخامة المكان. السعر مبالغ فيه وعدم وجود افضلية للعميل
17146,فندق الصفوة رويال اوركيد,5,غرفة قياسية مزدوجة تطل جانبياً على الحرم.,أقمت ليلتين,“المشكلة في المصاعد من مصعد إلى مصعد حتى تصل للغرفة!!”. القرب من الحرم. المصاعد ومواقف السيارات برسوم مرتفعة!!
355582,سيجي للشقق الفندقية,5,-,أقمت ليلة واحدة,“المكان جدا عائلي ومريح”. استمتعت بالاقامه. الرائحه في الممرات في الطابق السادس سيئه
271596,نجوم للشقق الفندقية,5,شقة جناح من غرفة نوم واحدة,أقمت 5 ليالي,استثنائي. تعامل مدير المنطقة الأماميه السيد راجيش كوماركان مبادراً في تقديم الخدمات ، ومتابعا للنزلاء واحتياجاتهم. 
170390,فندق افينو دبي,4,غرفة بريميوم مزدوجة أو توأم,أقمت ليلة واحدة,جيد. الموقع والنظافه. الاستقبال ضعيف المستوى
135513,فندق إيلاف بكة,5,غرفة رباعية,أقمت ليلة واحدة,“زيارة سريعه ومريحة”. النظافة. كل شئ كان جيدا
100036,فندق كراون بلازا المدينة,5,غرفة قياسية,أقمت ليلة واحدة,“الصراحة وبدون مجاملة من أروع الفنادق من كل النواحي”. يتميز لقربة من الحرم وتحت الفندق يوجد محلات اسواق. 
282908,فندق ون تو ون داون تاون جدة,4,غرفة مزدوجة مع سرير إضافي,أقمت ليلتين,جيد. النظافة والأثاثوالموقع داخل سوق الهنداوية. الإفطار 👎🏼 الفندق جديد والإفطار جدا متواضع المواقف صغيرة جدا ويصعب دخول السيارات الصغيرة  وكذلك لايوجد مصعد في المواقف
261305,منتجع موفنبيك النورس جدة – للعائلات فقط,2,فيلا كينغ من غرفة نوم واحدة,أقمت ليلة واحدة,“مبلغ كبيرللشالية مبالغ فية”. نعم. الاثاث غير مجدد مقابل المبلغ الذي تم دفعة
3941,فندق أجياد كروم,1,غرفة قياسية,أقمت ليلة واحدة,ضعيف جداً. لم يعجبني شي. السرير غير مريح والتلفاز عطلان ولا بوجد خدمات للنظافه
399519,وكن للفلل والأجنحة الفندقية,1,-,أقمت ليلتين,“اتمنى يحسنو مستواهم ويعطو الخدمة زب اللب في الصورة”. . للاسف لم يعجبني سوى مكان المسبح ولاكن للاسف اولادي لم يستطيعو السباحة علشان دائما كان مليان
383072,أسكوت بارك بلايس دبي,4,-,أقمت ليلتين,“استغفال المسافر”. الموقعالهدوء. النوافذ لا تفتح نهائيا كذلك الحمام بدون تهويه يجب تخصيص أدوار للمدخنين عدم وجود خدمات على المسبح يجب  أعلام المسافر بعدم توافر الخدمات أعلاه. .
